"SUMMONS_NUMBER","PLATE","STATE","WS_TYPE","ISSUE_DATE","VIOLATION_DESCRIPTION","VIOLATION_CODE","FINE_AMOUNT","VIOLATION_COUNTY","FRONT_OF_OPPOSITE","HOUSE_NUMBER","STREET_NAME","INTERSECT_STREET_NAME","STREET_CODE1","STREET_CODE2","STREET_CODE3"
"1281250820","EPM9634   ","NY","PAS","20100326","                                                                                 ","21","045","BX   ","F","72          ","E 190 ST            ","                    ","27360","52120","21820"
"7905427419","BYT5623   ","NY","PAS","20100306","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","NY   ","F","33          ","W 46th St           ","                    ","34690","10410","10510"
"7387963680","BYT6736   ","NY","PAS","20100305","37-Expired Muni Meter                                                            ","37","035","BX   ","F","2488        ","Elm Pl              ","                    ","30920","27300","29220"
"7937029092","BYV8781   ","MA","PAS","20100306","37-Expired Muni Meter                                                  Y015001003","37","065","NY   ","O","24          ","Orchard St          ","                    ","27590","14010","22890"
"7185731860","BYW1927   ","NY","PAS","20100305","34-Expired Meter                                                                 ","34","035","BX   ","O","2925        ","Goulden Ave         ","                    ","36060","74870","12225"
"7255484931","BYW3988   ","NY","PAS","20100306","40-Fire Hydrant                                                                  ","40","115","K    ","F","3100        ","Brighton 1st Pl     ","                    ","21480","22680","23030"
"7424743478","BYX5175   ","NY","PAS","20100307","19-No Stand (bus stop)                                                           ","19","115","BX   ","I","E           ","Erskine Pl          ","25ft N/of Hunter Ave","00000","00000","00000"
"7461484230","BYY4071   ","NY","PAS","20100306","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","Q    ","I","N           ","76th Ave            ","0ft W/of Hewlett St ","00000","00000","00000"
"7461484242","BYY4071   ","NY","PAS","20100306","50-Crosswalk                                                           Y015001003","50","115","Q    ","I","N           ","76th Ave            ","0ft W/of Hewlett St ","00000","00000","00000"
"7422686054","BYY5447   ","NY","PAS","20100305","46A-Double Parking (Non-COM)                                           Y015001003","46","115","BX   ","O","570         ","Union Ave           ","                    ","70420","26130","26160"
"7143097627","BYZ1092   ","NY","PAS","20100305","20-No Parking                                                          Y015001003","20","060","Q    ","O","42-22       ","Orchard St          ","                    ","58260","50990","41700"
"7020012530","BYZ4369   ","NY","PAS","20100306","14-No Standing                                                                   ","14","115","K    ","O","395         ","Flatbush Ave Exten  ","                    ","00000","40404","40404"
"7145404254","BYZ5048   ","NY","PAS","20100306","34-Expired Meter                                                                 ","34","035","Q    ","F","254-20      ","Northern Blvd       ","                    ","57790","67470","56040"
"7403904205","BYZ5581   ","NY","PAS","20100305","46A-Double Parking (Non-COM)                                                     ","46","115","BX   ","F","1029        ","Hall Pl             ","                    ","37620","26610","26610"
"7209891729","EPM9860   ","NY","PAS","20100330","19-No Stand (bus stop)                                                           ","19","115","K    ","F","5006        ","Avenue D            ","                    ","13880","86630","37030"
"7991314376","BYZ5609   ","NY","PAS","20100305","67-Blocking Ped. Ramp                                                  Y015001003","67","165","NY   ","I","W           ","Morningside Ave     ","0ft S/of W 121st St ","00000","00000","00000"
"7610033078","BYZ6948   ","MI","PAS","20100305","20-No Parking                                                                    ","20","060","BX   ","F","1094        ","Washington Ave      ","                    ","73120","26640","36150"
"7183377659","BYZ7777   ","NY","PAS","20100305","46A-Double Parking (Non-COM)                                           Y015001003","46","115","BX   ","F","1417        ","Grand Concourse     ","                    ","36420","26760","26790"
"7552607221","BYZ8235   ","NY","PAS","20100305","34-Expired Meter                                                       Y015001003","34","035","K    ","F","340         ","Flatbush Ave Exten  ","                    ","00000","40404","40404"
"7702990338","EPN6306   ","NY","PAS","20100330","34-Expired Meter                                                                 ","34","035","K    ","F","2370        ","Coney Island Ave    ","                    ","28830","14580","14630"
"7004821602","EPN6506   ","NY","PAS","20100330","71A-Insp Sticker Expired (NYS)                                                   ","71","065","Q    ","I","            ","Flushing Lot #1     ","                    ","00000","40404","40404"
"7236874814","BYZ9320   ","NY","PAS","20100306","40-Fire Hydrant                                                                  ","40","115","K    ","F","1105        ","Maple St            ","                    ","58530","40404","40404"
"7576996572","BYZ9349   ","NY","PAS","20100305","19-No Stand (bus stop)                                                 Y015001003","19","115","BX   ","F","1410        ","Metropolitan Ave    ","                    ","50750","56890","78820"
"7003610050","BYZ9603   ","NY","PAS","20100307","20-No Parking                                                                    ","20","060","Q    ","I","N           ","Barclay Ave         ","60ft E/of Union St  ","29290","00000","00000"
"7996567128","EPN6706   ","NY","PAS","20100330","46A-Double Parking (Non-COM)                                                     ","46","115","NY   ","F","2077        ","Adam Clayton Powell ","                    ","00000","40404","40404"
"7037603259","BYZ9604   ","NY","PAS","20100305","21-No Parking (street clean)                                           Y015001003","21","065","NY   ","I","N           ","E 89th St           ","20ft E/of York Ave  ","18770","00000","00000"
"7993357792","BY6020    ","NC","PAS","20100306","34-Expired Meter                                                                 ","34","035","NY   ","F","564         ","W 160th St          ","                    ","36970","11710","13610"
"7954941887","EPPF4640  ","NY","PAS","20100330","40-Fire Hydrant                                                                  ","40","115","K    ","F","1245        ","66th St             ","                    ","09880","06280","06380"
"7695769897","BY658U    ","NY","PAS","20100305","34-Expired Meter                                                       Y015001003","34","035","K    ","F","7120        ","13th Ave            ","                    ","06380","10080","10180"
"7976566465","BZA2730   ","NY","PAS","20100306","34-Expired Meter                                                                 ","34","065","NY   ","F","1493        ","1st Ave             ","                    ","10010","18530","18550"
"7022817364","BZA4135   ","NY","PAS","20100307","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","BX   ","F","4580A       ","White Plains Rd     ","                    ","77150","52710","28830"
"1284137909","BZA4295   ","NY","PAS","20100301","                                                                       Y015001003","21","045","Q    ","F","2338        ","27 ST               ","                    ","07490","06940","07090"
"1290933996","EPP3524   ","NY","PAS","20100318","                                                                                 ","21","045","NY   ","F","519         ","W 152               ","                    ","00000","40404","40404"
"7186612337","EPP9106   ","NY","PAS","20100330","46A-Double Parking (Non-COM)                                                     ","46","115","NY   ","O","43          ","Division St         ","                    ","16410","13460","25890"
"7847775165","EPP9721   ","NY","PAS","20100330","19-No Stand (bus stop)                                                           ","19","115","NY   ","I","S           ","Madison Ave         ","5ft W/of E 40th St  ","25390","00000","00000"
"1289020590","DCV1017   ","NY","PAS","20100325","                                                                                 ","71","065","NY   ","I","            ","                    ","C/O 149 ST 133 AVE  ","00000","00000","00000"
"7944940849","BZA6306   ","NY","PAS","20100306","40-Fire Hydrant                                                                  ","40","115","NY   ","F","126         ","St Marks Pl         ","                    ","31090","10010","12110"
"7031615770","BZA6701   ","NY","PAS","20100306","19-No Stand (bus stop)                                                           ","19","115","BX   ","F","706         ","E Tremont Ave       ","                    ","29620","22320","20220"
"7007621004","BZA9677   ","NY","PAS","20100305","24-No Parking (exc auth veh)                                           Y015001003","24","060","Q    ","O","139-25      ","35th Ave            ","                    ","08590","65490","58590"
"7343435619","BZC1036   ","NY","PAS","20100305","21-No Parking (street clean)                                                     ","21","045","NY   ","O","54          ","Morningside Dr      ","                    ","26590","36070","36090"
"7194191775","EPR1492   ","NY","PAS","20100330","46A-Double Parking (Non-COM)                                                     ","46","115","BX   ","F","1760        ","Jerome Ave          ","                    ","42820","26910","74480"
"7154695870","BZC2786   ","NY","PAS","20100306","71A-Insp Sticker Expired (NYS)                                                   ","71","065","Q    ","I","W           ","Main St             ","100ft S/of Sanford A","54580","00000","00000"
"7539448854","BZC2919   ","NY","PAS","20100306","40-Fire Hydrant                                                        Y015001003","40","115","K    ","F","5014        ","10th Ave            ","                    ","06080","09080","09130"
"7384157936","EPR1547   ","NY","PAS","20100330","20-No Parking                                                                    ","20","060","BX   ","F","2477        ","Valentine Ave       ","                    ","70720","27300","29220"
"1285308761","BZC3580   ","NY","PAS","20100302","                                                                       Y015001003","83","065","Q    ","O","102-11      ","ALYSTYNE AVE        ","                    ","00000","00000","00000"
"7277121764","BZC6554   ","NY","PAS","20100305","38-Failure to Display Muni Rec                                         Y015001003","38","065","NY   ","F","80          ","Varick St           ","                    ","32685","21690","33590"
"7038813924","BZC6579   ","NY","PAS","20100306","14-No Standing                                                                   ","14","115","NY   ","O","188         ","Ludlow St           ","                    ","25090","31490","19890"
"7154696084","BZC6806   ","NY","PAS","20100306","38-Failure to Display Muni Rec                                                   ","38","035","Q    ","F","41-82       ","Main St             ","                    ","54580","61390","54790"
"7928609393","BZC7124   ","NY","PAS","20100306","21-No Parking (street clean)                                           Y015001003","21","065","NY   ","O","422         ","E 14th St           ","                    ","17270","10010","12110"
"7446983875","BZC7646   ","NY","PAS","20100306","34-Expired Meter                                                       Y015001003","34","035","Q    ","O","166-05      ","89th Ave            ","                    ","18040","55590","24490"
"7944940837","BZC7713   ","NY","PAS","20100306","40-Fire Hydrant                                                        Y015001003","40","115","NY   ","F","35          ","Cooper Sq           ","                    ","16000","17090","17110"
"7007620590","BZC7717   ","NY","PAS","20100305","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","Q    ","I","W           ","77th St             ","15ft N/of Astoria Bl","16140","00000","00000"
"7244159626","BZC7887   ","NY","PAS","20100305","68-Not Pkg. Comp. w Psted Sign                                                   ","68","060","K    ","I","W           ","Coney Island Ave    ","36ft N/of Brightwate","28830","00000","00000"
"7257080460","BZC7887   ","NY","PAS","20100306","68-Not Pkg. Comp. w Psted Sign                                                   ","68","060","K    ","I","E           ","Coney Island Ave    ","20ft N/of Brightwate","28830","00000","00000"
"7470693099","BZC7906   ","NY","PAS","20100305","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","Q    ","O","13738       ","76th Ave            ","                    ","15840","35780","22710"
"7384157948","EPR1547   ","NY","PAS","20100330","74A-Improperly Displayed Plate                                                   ","74","065","BX   ","F","2477        ","Valentine Ave       ","                    ","70720","27300","29220"
"7521868341","BZC9015   ","NY","PAS","20100305","40-Fire Hydrant                                                                  ","40","115","K    ","F","444         ","Union St            ","                    ","86530","51030","20530"
"7536501572","BZC9705   ","NY","PAS","20100306","37-Expired Muni Meter                                                            ","37","035","K    ","F","107         ","7th Ave             ","                    ","05780","86530","72230"
"7252308054","BZC9715   ","NY","PAS","20100306","34-Expired Meter                                                                 ","34","035","K    ","O","6711        ","Ft Hamilton Pky     ","                    ","42630","09930","09980"
"7463774727","EPR1568   ","NY","PAS","20100330","67-Blocking Ped. Ramp                                                            ","67","165","Q    ","I","N           ","Rockaway Beach Blvd ","2ft E/of Beach 119th","60790","00000","00000"
"7933755320","BZD3286   ","NY","PAS","20100306","09-Blocking the Box                                                    Y015001003","09","115","NY   ","X","            ","Delancey St         ","Orchard St          ","16310","27590","00000"
"7940552867","BZD3286   ","NY","PAS","20100306","37-Expired Muni Meter                                                  Y015001003","37","065","NY   ","F","50          ","3rd Ave             ","                    ","10210","17190","17210"
"7688179737","BZE3792   ","NY","PAS","20100307","20-No Parking                                                          Y015001003","20","060","Q    ","F","132-31      ","41st Ave            ","                    ","09540","39595","54580"
"7244160598","BZE3910   ","MN","PAS","20100307","40-Fire Hydrant                                                                  ","40","115","K    ","F","433         ","E 51st St           ","                    ","37030","26230","77930"
"1285595324","DCY7853   ","NY","PAS","20100306","                                                                                 ","71","065","Q    ","F","115-114     ","224 ST              ","                    ","27040","20830","20890"
"7743380117","BZE4488   ","NY","PAS","20100306","50-Crosswalk                                                                     ","50","115","NY   ","I","W           ","Bowery              ","0ft N/of E 1st St   ","00000","00000","00000"
"7944940370","BZE4695   ","NY","PAS","20100305","74A-Improperly Displayed Plate                                                   ","74","065","NY   ","I","            ","Broome and Ludlow Lo","                    ","00000","40404","40404"
"7727274161","EPR314    ","VT","PAS","20100330","34-Expired Meter                                                                 ","34","035","K    ","O","446A        ","Myrtle Ave          ","                    ","63030","90130","89730"
"7947026762","BZE6006   ","MI","PAS","20100305","17-No Stand (exc auth veh)                                                       ","17","095","NY   ","O","46-50       ","Rivington St        ","                    ","29890","20640","20090"
"7357072575","BZE7923   ","NY","PAS","20100305","34-Expired Meter                                                                 ","34","065","NY   ","F","1040        ","3rd Ave             ","                    ","10210","18210","18230"
"7203567357","BZE8766   ","NY","PAS","20100306","71A-Insp Sticker Expired (NYS)                                                   ","71","065","K    ","F","539         ","81st St             ","                    ","10630","05580","05680"
"7998141785","BZF1302   ","MI","PAS","20100305","21-No Parking (street clean)                                           Y015001003","21","045","NY   ","F","335         ","Edgecombe Ave       ","                    ","19990","36670","36770"
"7187416763","EPR4371   ","NY","PAS","20100330","38-Failure to Display Muni Rec                                                   ","38","065","NY   ","O","306         ","E 6th St            ","                    ","17110","10110","10010"
"7879015243","BZF1378   ","NY","PAS","20100307","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","NY   ","F","300         ","Madison Ave         ","                    ","25390","17810","17830"
"7985691789","BZF2327   ","NY","PAS","20100306","14-No Standing                                                         Y015001003","14","115","NY   ","F","72-74       ","E 13th St           ","                    ","17250","13610","10350"
"7218961496","BZF3102   ","NY","PAS","20100305","14-No Standing                                                                   ","14","115","K    ","O","1002        ","Quentin Rd          ","                    ","73030","35230","28830"
"7201492615","BZF4705   ","NY","PAS","20100305","14-No Standing                                                                   ","14","115","K    ","O","2415        ","Coyle St            ","                    ","30130","14780","14830"
"7972489830","BZF4941   ","NY","PAS","20100305","37-Expired Muni Meter                                                            ","37","065","NY   ","F","273         ","Columbus Ave        ","                    ","15710","35210","35230"
"7476986921","BZF5788   ","NY","PAS","20100306","34-Expired Meter                                                                 ","34","035","Q    ","F","83-06       ","Austin St           ","                    ","28990","53490","17130"
"1293012683","DDF3972   ","99","PAS","20100328","                                                                                 ","19","115","Q    ","F","219-02      ","LINDEN BLVD         ","                    ","53890","26850","26860"
"7444250121","BZF6777   ","NY","PAS","20100306","34-Expired Meter                                                       Y015001003","34","035","Q    ","F","89-12       ","164th St            ","                    ","24240","18040","51090"
"7041610081","BZF8049   ","NY","PAS","20100305","71A-Insp Sticker Expired (NYS)                                                   ","71","065","BX   ","O","1489        ","Blondell Ave        ","                    ","13220","19200","29820"
"7954935772","BZF9840   ","NY","PAS","20100307","46A-Double Parking (Non-COM)                                           Y015001003","46","115","K    ","F","313         ","82nd St             ","                    ","10680","05280","05430"
"7529408380","BZG1531   ","NY","PAS","20100306","34-Expired Meter                                                                 ","34","035","K    ","O","170         ","Joralemon St        ","                    ","53830","27530","29830"
"7526204052","BZG2849   ","NY","PAS","20100305","21-No Parking (street clean)                                           Y015001003","21","045","K    ","F","102         ","Penn St             ","                    ","70230","95030","18630"
"7241087252","BZG4617   ","NY","PAS","20100305","40-Fire Hydrant                                                        Y015001003","40","115","K    ","I","N           ","86th St             ","95ft E/of Bay 14th S","10880","00000","00000"
"7211549385","BZG4694   ","NY","PAS","20100305","24-No Parking (exc auth veh)                                                     ","24","060","K    ","O","766         ","Wortman Ave         ","                    ","94630","48430","13630"
"7029621785","BZG4975   ","NY","PAS","20100307","40-Fire Hydrant                                                                  ","40","115","K    ","F","1460        ","E 13th St           ","                    ","35380","14280","14330"
"7990503566","BZG5603   ","NY","PAS","20100305","37-Expired Muni Meter                                                            ","37","035","NY   ","O","105         ","W 125th St          ","                    ","36270","24690","10610"
"7205066736","BZG5691   ","NY","PAS","20100306","20-No Parking                                                          Y015001003","20","060","K    ","O","43          ","Schermerhorn St     ","                    ","75530","27530","29830"
"7252307943","BZG5815   ","NY","PAS","20100305","34-Expired Meter                                                                 ","34","035","K    ","F","8214        ","5th Ave             ","                    ","05580","10680","10730"
"7387963551","BZG5999   ","NY","PAS","20100305","34-Expired Meter                                                       Y015001003","34","035","BX   ","F","2429        ","Valentine Ave       ","                    ","70720","27270","27300"
"7505779539","BZG6155   ","NY","PAS","20100306","34-Expired Meter                                                       Y015001003","34","035","K    ","F","149         ","Pierrepont St       ","                    ","70430","27530","18950"
"7548535284","BZG6542   ","NY","PAS","20100305","21-No Parking (street clean)                                           Y015001003","21","045","K    ","O","151         ","Rodney St           ","                    ","73570","18630","54830"
"7109552913","BZG7163   ","NY","PAS","20100306","21-No Parking (street clean)                                                     ","21","045","Q    ","O","30-36       ","Steinway St         ","                    ","64290","07790","07990"
"7254261910","BZG8816   ","NY","PAS","20100305","21-No Parking (street clean)                                           Y015001003","21","045","K    ","O","247         ","Varet St            ","                    ","87630","92670","20230"
"7813381828","BZG9819   ","NY","PAS","20100306","34-Expired Meter                                                       Y015001003","34","035","Q    ","O","40-10       ","31st Ave            ","                    ","07990","64290","09640"
"7459849900","BZH1690   ","NY","PAS","20100306","20-No Parking                                                          Y015001003","20","060","Q    ","I","S           ","Metropolitan Ave    ","20ft E/of 131st St  ","55690","00000","00000"
"7459849698","BZH2076   ","NY","PAS","20100306","71A-Insp Sticker Expired (NYS)                                                   ","71","065","Q    ","F","101-25      ","123rd St            ","                    ","21540","19340","19590"
"7003223831","BZH2540   ","NY","PAS","20100305","34-Expired Meter                                                       Y015001003","34","035","Q    ","F","40-01       ","75th St             ","                    ","15790","61090","37290"
"7729313273","BZH2945   ","NY","PAS","20100305","21-No Parking (street clean)                                           Y015001003","21","045","K    ","O","63          ","Grove St            ","                    ","46230","23930","18950"
"7692058155","BZH3112   ","NY","PAS","20100305","46A-Double Parking (Non-COM)                                                     ","46","115","K    ","F","855         ","Utica Ave           ","                    ","86630","56230","26230"
"7905427535","BZH3211   ","NY","PAS","20100307","14-No Standing                                                                   ","14","115","NY   ","F","12          ","E 49th St           ","                    ","17970","10410","25390"
"7531403195","BZH3301   ","NY","PAS","20100305","16A-No Std (Com Veh) Non-COM                                                     ","16","095","K    ","O","78          ","Willoughby St       ","                    ","93250","54650","21130"
"1293012737","DDG6021   ","NY","PAS","20100328","                                                                                 ","40","115","Q    ","I","            ","                    ","S/W C/O 219 ST      ","00000","00000","00000"
"7551024270","BZH4209   ","NY","PAS","20100305","21-No Parking (street clean)                                                     ","21","045","K    ","F","808         ","Halsey St           ","                    ","46730","73110","50930"
"7990069854","BZH4644   ","NY","PAS","20100305","14-No Standing                                                                   ","14","115","NY   ","O","1221        ","York Ave            ","                    ","45590","18290","18310"
"7822876818","BZH4801   ","NY","PAS","20100307","13-No Stand (taxi stand)                                               Y015001003","13","115","NY   ","O","458         ","7th Ave             ","                    ","10610","34450","34470"
"7154178528","BZH7576   ","NY","PAS","20100306","34-Expired Meter                                                                 ","34","035","Q    ","F","40-13       ","30th Ave            ","                    ","07790","57490","09640"
"7957675750","BZH7701   ","NY","PAS","20100305","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","R    ","F","2724        ","Hylan Blvd          ","                    ","34100","15320","43935"
"7338299869","BZH8572   ","NY","PAS","20100306","37-Expired Muni Meter                                                            ","37","065","NY   ","O","1111        ","Madison Ave         ","                    ","25390","18650","18670"
"7549391932","BZH8677   ","NY","PAS","20100305","46A-Double Parking (Non-COM)                                                     ","46","115","K    ","F","446         ","Wyona St            ","                    ","94930","19830","34330"
"7472694812","BZH8830   ","NY","PAS","20100306","71A-Insp Sticker Expired (NYS)                                                   ","71","065","Q    ","F","18419       ","Midland Pky         ","                    ","55890","51960","39000"
"7217035223","BZH8873   ","NY","PAS","20100305","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","K    ","I","            ","Other-See Comments  ","Bay Ridge Lot       ","00000","00000","00000"
"7100684420","BZJ1522   ","NY","PAS","20100307","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","Q    ","I","            ","Bayside Lot         ","                    ","29750","40404","40404"
"7100684432","BZJ1522   ","NY","PAS","20100307","17-No Stand (exc auth veh)                                                       ","17","095","Q    ","I","            ","Bayside Lot         ","                    ","29750","40404","40404"
"7190152829","BZJ1556   ","NY","PAS","20100305","37-Expired Muni Meter                                                            ","37","065","NY   ","F","8           ","Mott St             ","                    ","26790","14930","27990"